OG0005999 >XP_012791491.1
OG0007927 >XP_004601020.1
OG0007928 >XP_004612758.1
OG0007929 >XP_004605619.1
OG0007930 >XP_012789531.1
OG0007931 >XP_004620747.1
OG0007932 >XP_004614774.1
OG0007934 >XP_012791508.1
OG0007935 >XP_012787429.1
OG0007936 >XP_004611919.1
OG0007937 >XP_004615910.1
OG0007938 >XP_004608786.1
OG0007939 >XP_004616978.1
OG0007940 >XP_004607417.1
OG0007941 >XP_004619440.1
OG0007942 >XP_004609621.1
OG0007943 >XP_004616623.1
OG0007944 >XP_004622767.1
OG0007945 >XP_004605878.1
OG0007946 >XP_004607416.1
OG0007947 >XP_004601529.1
OG0007948 >XP_004614361.1
OG0007949 >XP_004601528.1
OG0007951 >XP_004604872.1
OG0007952 >XP_004607415.1
OG0007953 >XP_012789712.1
OG0007954 >XP_004614687.1
OG0007955 >XP_012788152.1
OG0007956 >XP_004605879.1
OG0007957 >XP_004615911.1
OG0007958 >XP_004611611.1
OG0007959 >XP_004608986.1
OG0007960 >XP_004620896.1
OG0007961 >XP_004611815.1
OG0007962 >XP_004614272.1
OG0007963 >XP_004611522.1
OG0007964 >XP_004605694.1
OG0007965 >XP_004614632.1
OG0007966 >XP_004612099.1
OG0007967 >XP_004612798.2
OG0007968 >XP_004620723.1
OG0007969 >XP_004614704.1
OG0007970 >XP_004620850.1
OG0007972 >XP_004621537.2
OG0007973 >XP_004617539.1
OG0007974 >XP_004614775.1
OG0007975 >XP_004611814.1
OG0007976 >XP_004607687.1
OG0007977 >XP_004605995.1
OG0007978 >XP_004615912.1
OG0007979 >XP_004612098.1
OG0007980 >XP_004607414.1
OG0007981 >XP_004620721.1
OG0007982 >XP_004614364.1
OG0007984 >XP_004605880.1
OG0007985 >XP_012787505.1
OG0007986 >XP_004619337.1
OG0007988 >XP_004611813.1
OG0007989 >XP_004611765.1
OG0007991 >XP_004605662.1
OG0007992 >XP_004608788.1
OG0007993 >XP_012787598.1
OG0007994 >XP_004607413.1
OG0007995 >XP_004612097.1
OG0007996 >XP_004620869.1
OG0007997 >XP_004620870.1
OG0007998 >XP_004608988.1
OG0007999 >XP_004605325.1
OG0008000 >XP_004615917.1
OG0008001 >XP_004616831.1
OG0008002 >XP_004602837.1
OG0008003 >XP_012791212.1
OG0008004 >XP_004619252.1
OG0008005 >XP_004603987.2
OG0008006 >XP_004619334.1
OG0008007 >XP_004607688.1
OG0008009 >XP_004619333.1
OG0008010 >XP_012789716.1
OG0008011 >XP_004609824.1
OG0008012 >XP_004605692.1
OG0008013 >XP_004600723.1
OG0008014 >XP_004615923.1
OG0008015 >XP_004614778.1
OG0008016 >XP_004607689.1
OG0008017 >XP_004619330.1
OG0008018 >XP_004616002.1
OG0008019 >XP_004614365.1
OG0008020 >XP_004608291.1
OG0008021 >XP_004610295.1
OG0008022 >XP_004612095.1
OG0008023 >XP_004617540.1
OG0008024 >XP_004604580.1
OG0008026 >XP_004620366.1
OG0008027 >XP_004610296.1
OG0008028 >XP_004614744.1
OG0008029 >XP_012789422.1
OG0008030 >XP_004605531.1
OG0008031 >XP_004608289.1
OG0008033 >XP_004603339.1
OG0008034 >XP_004612092.1
OG0008035 >XP_004608794.1
OG0008036 >XP_004607411.1
OG0008038 >XP_004603340.1
OG0008039 >XP_004606400.1
OG0008040 >XP_004619251.1
OG0008041 >XP_004614701.1
OG0008043 >XP_004603550.1
OG0008044 >XP_012787580.1
OG0008045 >XP_004611918.1
OG0008046 >XP_004613530.1
OG0008047 >XP_004608709.1
OG0008048 >XP_012787836.1
OG0008049 >XP_004614277.1
OG0008050 >XP_004612753.1
OG0008051 >XP_004611917.1
OG0008052 >XP_004607582.1
OG0008054 >XP_004609826.1
OG0008055 >XP_012787564.1
OG0008056 >XP_012791597.1
OG0008057 >XP_004613529.1
OG0008058 >XP_004603772.2
OG0008059 >XP_004608989.1
OG0008062 >XP_004619328.1
OG0008063 >XP_004611609.1
OG0008064 >XP_004614684.1
OG0008065 >XP_012788717.1
OG0008066 >XP_012791598.1
OG0008067 >XP_004608990.2
OG0008068 >XP_004605035.1
OG0008069 >XP_012789518.1
OG0008070 >XP_004613339.1
OG0008072 >XP_004609624.1
OG0008073 >XP_012787480.1
OG0008074 >XP_004605034.1
OG0008075 >XP_004603771.1
OG0008076 >XP_004612494.1
OG0008077 >XP_004613338.1
OG0008078 >XP_004614780.1
OG0008079 >XP_004607811.1
OG0008080 >XP_004615928.1
OG0008081 >XP_004612609.1
OG0008082 >XP_004611277.1
OG0008083 >XP_004607409.1
OG0008084 >XP_004610884.1
OG0008085 >XP_004609625.1
OG0008086 >XP_012788580.1
OG0008087 >XP_004618887.1
OG0008088 >XP_012788287.1
OG0008089 >XP_004603547.1
OG0008090 >XP_004604582.1
OG0008091 >XP_004612608.1
OG0008092 >XP_004614682.1
OG0008093 >XP_004614278.1
OG0008095 >XP_004609627.1
OG0008096 >XP_004610418.1
OG0008097 >XP_012790592.1
OG0008098 >XP_004603545.1
OG0008099 >XP_004621568.1
OG0008101 >XP_004612797.1
OG0008102 >XP_004619327.1
OG0008104 >XP_012787606.1
OG0008105 >XP_012790611.1
OG0008106 >XP_004601017.1
OG0008107 >XP_004605319.1
OG0008108 >XP_004605318.1
OG0008109 >XP_004610468.1
OG0008110 >XP_004606000.1
OG0008111 >XP_004608993.1
OG0008112 >XP_004606001.1
OG0008113 >XP_004607408.1
OG0008114 >XP_004608708.1
OG0008115 >XP_004605889.1
OG0008116 >XP_004615505.1
OG0008117 >XP_012790497.1
OG0008118 >XP_004621545.1
OG0008119 >XP_004611808.1
OG0008120 >XP_004612605.1
OG0008121 >XP_012788568.1
OG0008122 >XP_004606402.1
OG0008123 >XP_004614367.1
OG0008124 >XP_012789000.1
OG0008125 >XP_004614195.1
OG0008126 >XP_004601016.1
OG0008127 >XP_004611134.1
OG0008128 >XP_012791599.1
OG0008129 >XP_012787573.1
OG0008130 >XP_004605665.1
OG0008131 >XP_004621547.1
OG0008132 >XP_004615931.1
OG0008133 >XP_004615233.2
OG0008134 >XP_012787981.1
OG0008135 >XP_004603544.1
OG0008137 >XP_004601521.1
OG0008138 >XP_012787367.1
OG0008139 >XP_004619246.1
OG0008140 >XP_012788943.1
OG0008141 >XP_004609628.1
OG0008142 >XP_004616628.1
OG0008143 >XP_004615932.2
OG0008144 >XP_004616629.1
OG0008145 >XP_004612752.1
OG0008146 >XP_004614368.1
OG0008148 >XP_004619245.1
OG0008149 >XP_004610416.1
OG0008151 >XP_004612751.1
OG0008152 >XP_004604287.1
OG0008153 >XP_004611806.1
OG0008154 >XP_004605314.1
OG0008155 >XP_004612604.1
OG0008157 >XP_012790720.1
OG0008158 >XP_004607047.1
OG0008159 >XP_004614630.1
OG0008160 >XP_004616833.1
OG0008161 >XP_004605394.1
OG0008162 >XP_004600722.1
OG0008163 >XP_004618883.1
OG0008164 >XP_004603770.1
OG0008165 >XP_004621548.1
OG0008166 >XP_004603538.1
OG0008167 >XP_004621549.1
OG0008168 >XP_012790506.1
OG0008169 >XP_004611915.1
OG0008170 >XP_004603143.2
OG0008171 >XP_004612603.1
OG0008172 >XP_004621550.1
OG0008174 >XP_012787112.1
OG0008175 >XP_004616008.1
OG0008176 >XP_004619323.1
OG0008177 >XP_004611138.1
OG0008178 >XP_004611805.1
OG0008179 >XP_004611913.1
OG0008180 >XP_012787382.1
OG0008181 >XP_004612150.1
OG0008182 >XP_004608994.1
OG0008183 >XP_012787001.1
OG0008184 >XP_012787253.1
OG0008185 >XP_004603865.1
OG0008186 >XP_004621573.1
OG0008187 >XP_004609633.1
OG0008188 >XP_004619732.1
OG0008189 >XP_012787570.1
OG0008190 >XP_004605032.1
OG0008191 >XP_004611141.1
OG0008192 >XP_004607815.1
OG0008193 >XP_012789529.1
OG0008194 >XP_004608808.1
OG0008195 >XP_004612513.1
OG0008196 >XP_004617475.1
OG0008197 >XP_004608807.1
OG0008198 >XP_004605395.1
OG0008199 >XP_012788243.1
OG0008200 >XP_004600380.1
OG0008201 >XP_004619321.1
OG0008202 >XP_004609634.1
OG0008204 >XP_004612149.1
OG0008206 >XP_004603991.1
OG0008207 >XP_004603534.1
OG0008208 >XP_004609635.1
OG0008209 >XP_012789827.1
OG0008210 >XP_004621575.1
OG0008211 >XP_004611772.1
OG0008212 >XP_012787577.1
OG0008213 >XP_012788222.1
OG0008214 >XP_012788245.1
OG0008215 >XP_004604589.1
OG0008216 >XP_004614697.1
OG0008217 >XP_004605399.1
OG0008218 >XP_004614627.1
OG0008219 >XP_004621552.1
OG0008220 >XP_004609636.1
OG0008221 >XP_012788626.1
OG0008222 >XP_004615642.1
OG0008223 >XP_004606004.1
OG0008224 >XP_004610888.1
OG0008225 >XP_012790776.1
OG0008226 >XP_004612148.1
OG0008227 >XP_004611910.1
OG0008228 >XP_004605222.1
OG0008229 >XP_004616012.1
OG0008231 >XP_004600378.1
OG0008232 >XP_004615551.1
OG0008234 >XP_004612147.1
OG0008235 >XP_012790495.1
OG0008236 >XP_004614621.1
OG0008238 >XP_004605892.1
OG0008239 >XP_012788246.1
OG0008241 >XP_004615941.1
OG0008242 >XP_004605623.1
OG0008243 >XP_004612496.1
OG0008244 >XP_004601511.1
OG0008245 >XP_004616446.1
OG0008246 >XP_004609637.1
OG0008247 >XP_004608704.1
OG0008248 >XP_012790724.1
OG0008249 >XP_004605893.1
OG0008250 >XP_004610465.1
OG0008251 >XP_004601509.1
OG0008253 >XP_004610411.1
OG0008254 >XP_004615553.1
OG0008255 >XP_004610890.1
OG0008256 >XP_004605309.2
OG0008257 >XP_004617545.1
OG0008258 >XP_004605624.1
OG0008259 >XP_004609638.1
OG0008260 >XP_004610464.1
OG0008261 >XP_004615643.1
OG0008262 >XP_012789521.1
OG0008263 >XP_004616834.1
OG0008264 >XP_004616013.1
OG0008265 >XP_012788920.1
OG0008266 >XP_004604505.1
OG0008267 >XP_012788544.1
OG0008268 >XP_004610410.1
OG0008269 >XP_004617479.1
OG0008270 >XP_012787578.1
OG0008271 >XP_004615570.1
OG0008272 >XP_004604504.1
OG0008273 >XP_004614619.2
OG0008274 >XP_004609831.1
OG0008275 >XP_004608809.1
OG0008276 >XP_004604695.1
OG0008278 >XP_012789728.1
OG0008279 >XP_004603993.1
OG0008280 >XP_004609639.1
OG0008281 >XP_012788947.1
OG0008282 >XP_012789280.1
OG0008283 >XP_004610406.1
OG0008284 >XP_012789816.1
OG0008285 >XP_004604877.1
OG0008287 >XP_004618878.1
OG0008288 >XP_004605895.1
OG0008289 >XP_004612087.1
OG0008290 >XP_004608810.1
OG0008291 >XP_012790002.1
OG0008292 >XP_004601507.1
OG0008293 >XP_004603346.1
OG0008294 >XP_004605401.1
OG0008295 >XP_004615948.1
OG0008296 >XP_004621554.1
OG0008297 >XP_012787287.1
OG0008298 >XP_004608999.1
OG0008299 >XP_004611903.1
OG0008300 >XP_012790726.1
OG0008301 >XP_004615569.1
OG0008302 >XP_004610097.1
OG0008303 >XP_012790728.1
OG0008304 >XP_004617480.1
OG0008305 >XP_004610959.1
OG0008306 >XP_004604275.1
OG0008307 >XP_004611801.1
OG0008308 >XP_004600714.1
OG0008309 >XP_004615949.1
OG0008310 >XP_004614617.1
OG0008311 >XP_004606006.1
OG0008312 >XP_004610098.1
OG0008313 >XP_004610398.1
OG0008314 >XP_004603148.1
OG0008315 >XP_004608811.1
OG0008316 >XP_004604274.1
OG0008317 >XP_004610218.1
OG0008318 >XP_004612083.1
OG0008319 >XP_004603870.1
OG0008320 >XP_004605534.1
OG0008321 >XP_004601866.1
OG0008322 >XP_004612082.1
OG0008323 >XP_004616018.1
OG0008324 >XP_004608285.1
OG0008325 >XP_012788307.1
OG0008326 >XP_012789105.1
OG0008327 >XP_004605625.1
OG0008328 >XP_004613328.1
OG0008329 >XP_012788999.1
OG0008330 >XP_012787843.1
OG0008331 >XP_004603527.1
OG0008332 >XP_004613521.1
OG0008333 >XP_012789004.1
OG0008334 >XP_004615951.1
OG0008336 >XP_004608430.1
OG0008337 >XP_004616019.1
OG0008338 >XP_004615564.1
OG0008340 >XP_004604592.1
OG0008341 >XP_004610961.1
OG0008342 >XP_004612599.1
OG0008343 >XP_004617548.1
OG0008344 >XP_004604881.1
OG0008346 >XP_004611799.1
OG0008347 >XP_004615954.1
OG0008348 >XP_004613519.1
OG0008349 >XP_012789970.1
OG0008350 >XP_004611518.1
OG0008351 >XP_004617549.1
OG0008352 >XP_004619733.1
OG0008353 >XP_004612598.1
OG0008354 >XP_012787047.1
OG0008355 >XP_004616437.1
OG0008356 >XP_004604271.1
OG0008357 >XP_004614675.1
OG0008358 >XP_004615658.1
OG0008359 >XP_004611517.1
OG0008361 >XP_004611798.1
OG0008362 >XP_012790492.1
OG0008363 >XP_004611797.1
OG0008364 >XP_012787046.1
OG0008365 >XP_004610100.1
OG0008366 >XP_004610101.1
OG0008367 >XP_004610962.1
OG0008368 >XP_004612750.1
OG0008370 >XP_012789912.1
OG0008371 >XP_004615562.1
OG0008372 >XP_004612597.1
OG0008373 >XP_004614615.1
OG0008374 >XP_004601502.1
OG0008375 >XP_004612788.1
OG0008376 >XP_004614291.1
OG0008377 >XP_004603874.1
OG0008378 >XP_004609834.1
OG0008381 >XP_004603523.1
OG0008382 >XP_004612707.2
OG0008383 >XP_004614614.1
OG0008384 >XP_004611734.1
OG0008385 >XP_004605537.1
OG0008386 >XP_004608942.1
OG0008387 >XP_004612593.1
OG0008388 >XP_004616436.1
OG0008389 >XP_004610963.1
OG0008390 >XP_004601501.1
OG0008391 >XP_004611516.1
OG0008393 >XP_004605021.1
OG0008394 >XP_004612077.1
OG0008395 >XP_004611733.1
OG0008396 >XP_004604267.1
OG0008397 >XP_004605900.1
OG0008398 >XP_004616022.1
OG0008399 >XP_004611901.1
OG0008400 >XP_012789932.1
OG0008401 >XP_012789971.1
OG0008402 >XP_004614693.1
OG0008403 >XP_004604266.1
OG0008404 >XP_004619734.1
OG0008405 >XP_004610220.1
OG0008406 >XP_012788136.1
OG0008407 >XP_004614613.1
OG0008408 >XP_004604885.2
OG0008409 >XP_004605020.1
OG0008410 >XP_012788151.1
OG0008411 >XP_012787509.1
OG0008412 >XP_012788963.1
OG0008413 >XP_004604500.1
OG0008414 >XP_004612592.1
OG0008415 >XP_004605231.1
OG0008416 >XP_004603995.1
OG0008417 >XP_004616434.1
OG0008418 >XP_004611794.1
OG0008419 >XP_004610298.1
OG0008420 >XP_012788620.1
OG0008422 >XP_004604514.1
OG0008423 >XP_012790008.1
OG0008424 >XP_004606410.1
OG0008425 >XP_012789922.1
OG0008426 >XP_004617757.1
OG0008427 >XP_004607693.1
OG0008428 >XP_004604265.1
OG0008429 >XP_004618417.1
OG0008430 >XP_004601500.1
OG0008431 >XP_004610458.1
OG0008432 >XP_012787273.1
OG0008434 >XP_004615501.1
OG0008435 >XP_004604264.1
OG0008436 >XP_004612590.1
OG0008437 >XP_012787045.1
OG0008438 >XP_004617482.1
OG0008439 >XP_004605404.1
OG0008440 >XP_004600709.1
OG0008441 >XP_012787612.1
OG0008442 >XP_004607816.1
OG0008443 >XP_004605902.1
OG0008444 >XP_012789544.1
OG0008445 >XP_004603763.1
OG0008446 >XP_004608427.1
OG0008447 >XP_004605229.1
OG0008448 >XP_004615454.1
OG0008449 >XP_004604498.1
OG0008450 >XP_012788324.1
OG0008451 >XP_012787044.1
OG0008453 >XP_004615453.1
OG0008454 >XP_004616636.1
OG0008455 >XP_004604289.1
OG0008456 >XP_004616637.1
OG0008457 >XP_004607694.1
OG0008458 >XP_004618557.1
OG0008459 >XP_004610395.1
OG0008460 >XP_012790402.1
OG0008461 >XP_004606473.1
OG0008462 >XP_004604263.1
OG0008463 >XP_012787235.1
OG0008464 >XP_004616639.1
OG0008465 >XP_004615499.1
OG0008466 >XP_004610001.1
OG0008467 >XP_004614609.1
OG0008468 >XP_012787406.1
OG0008469 >XP_004615651.1
OG0008470 >XP_004608699.1
OG0008471 >XP_004610896.1
OG0008472 >XP_004609646.1
OG0008473 >XP_004612076.1
OG0008474 >XP_004616839.1
OG0008475 >XP_004610353.1
OG0008476 >XP_004616641.1
OG0008477 >XP_012787274.1
OG0008478 >XP_004606474.1
OG0008479 >XP_004607621.1
OG0008480 >XP_004603518.1
OG0008481 >XP_012789972.1
OG0008482 >XP_004614608.1
OG0008483 >XP_004606412.1
OG0008484 >XP_004601499.1
OG0008485 >XP_004615560.1
OG0008486 >XP_004619235.1
OG0008487 >XP_012789080.1
OG0008489 >XP_004617756.1
OG0008490 >XP_004601860.1
OG0008491 >XP_004605016.1
OG0008492 >XP_012787236.1
OG0008493 >XP_012789235.1
OG0008494 >XP_004605451.1
OG0008495 >XP_004615650.1
OG0008496 >XP_004600706.1
OG0008497 >XP_004607818.1
OG0008498 >XP_004604262.1
OG0008499 >XP_012790730.1
OG0008500 >XP_004604292.1
OG0008501 >XP_004614726.1
OG0008502 >XP_012788563.1
OG0008503 >XP_004609154.1
OG0008504 >XP_004616491.1
OG0008505 >XP_004619299.1
OG0008506 >XP_004610301.1
OG0008507 >XP_004604494.1
OG0008508 >XP_012790023.1
OG0008509 >XP_004608425.1
OG0008510 >XP_004604493.1
OG0008511 >XP_004618232.1
OG0008512 >XP_004616766.1
OG0008513 >XP_004606012.1
OG0008514 >XP_004600704.1
OG0008515 >XP_004616490.1
OG0008516 >XP_004611883.1
OG0008517 >XP_004615558.1
OG0008518 >XP_012787515.1
OG0008519 >XP_012788582.1
OG0008520 >XP_004610105.1
OG0008521 >XP_004604601.1
OG0008522 >XP_004610223.1
OG0008523 >XP_004604492.1
OG0008524 >XP_004603761.1
OG0008525 >XP_004604491.1
OG0008526 >XP_004604602.1
OG0008527 >XP_004616842.1
OG0008528 >XP_004605904.1
OG0008529 >XP_004604490.2
OG0008530 >XP_004616645.1
OG0008531 >XP_004615557.1
OG0008533 >XP_004606015.1
OG0008534 >XP_004608939.1
OG0008535 >XP_004609153.1
OG0008536 >XP_004612497.1
OG0008537 >XP_004616647.1
OG0008538 >XP_004619176.1
OG0008539 >XP_012787363.1
OG0008540 >XP_004607697.1
OG0008541 >XP_004606477.1
OG0008542 >XP_012788583.1
OG0008543 >XP_012789535.1
OG0008544 >XP_004616486.1
OG0008545 >XP_004611700.1
OG0008546 >XP_012790028.1
OG0008547 >XP_004612138.1
OG0008548 >XP_004615646.1
OG0008549 >XP_004606478.2
OG0008550 >XP_004607699.1
OG0008551 >XP_012790731.1
OG0008552 >XP_004606414.1
OG0008553 >XP_004607485.1
OG0008554 >XP_004607052.1
OG0008555 >XP_004616773.1
OG0008556 >XP_012790732.1
OG0008557 >XP_004616975.1
OG0008558 >XP_004614376.1
OG0008559 >XP_004618426.1
OG0008560 >XP_004614688.1
OG0008561 >XP_004604850.1
OG0008563 >XP_012787104.1
OG0008564 >XP_004603514.1
OG0008565 >XP_004614295.1
OG0008567 >XP_004607820.1
OG0008568 >XP_004618244.1
OG0008570 >XP_004619182.1
OG0008571 >XP_004614603.1
OG0008572 >XP_004603758.1
OG0008573 >XP_004611585.1
OG0008574 >XP_004612704.2
OG0008575 >XP_012789093.1
OG0008576 >XP_004610455.1
OG0008577 >XP_012788585.1
OG0008578 >XP_004611584.1
OG0008579 >XP_004611786.1
OG0008580 >XP_004618429.1
OG0008581 >XP_004611894.1
OG0008582 >XP_004608691.1
OG0008583 >XP_004616429.1
OG0008584 >XP_004614296.1
OG0008585 >XP_004605907.1
OG0008586 >XP_004604486.1
OG0008587 >XP_004605908.1
OG0008588 >XP_004611496.1
OG0008589 >XP_004605627.1
OG0008591 >XP_012790578.1
OG0008592 >XP_004618560.1
OG0008593 >XP_004601115.1
OG0008595 >XP_004604520.1
OG0008596 >XP_004604606.1
OG0008597 >XP_004611583.1
OG0008598 >XP_004614601.2
OG0008599 >XP_004618561.1
OG0008601 >XP_012788600.1
OG0008602 >XP_004612298.1
OG0008603 >XP_004614298.2
OG0008604 >XP_004614669.1
OG0008605 >XP_004604483.1
OG0008606 >XP_004605672.2
OG0008608 >XP_004616976.1
OG0008609 >XP_004614158.1
OG0008610 >XP_004607080.1
OG0008611 >XP_004611606.1
OG0008612 >XP_004616777.1
OG0008613 >XP_004603756.1
OG0008614 >XP_004618430.1
OG0008615 >XP_004619292.1
OG0008616 >XP_004616778.1
OG0008617 >XP_004617691.1
OG0008618 >XP_004610229.1
OG0008619 >XP_004604607.1
OG0008620 >XP_004616427.1
OG0008621 >XP_012789451.1
OG0008622 >XP_004601006.1
OG0008623 >XP_004608934.1
OG0008624 >XP_004610392.1
OG0008625 >XP_012789515.1
OG0008626 >XP_004611582.1
OG0008627 >XP_004616426.1
OG0008628 >XP_004604252.1
OG0008629 >XP_004616977.1
OG0008630 >XP_004622847.1
OG0008631 >XP_004618433.1
OG0008632 >XP_004612568.1
OG0008633 >XP_004603512.1
OG0008634 >XP_004616782.1
OG0008636 >XP_004614600.1
OG0008637 >XP_004618434.1
OG0008639 >XP_004616425.1
OG0008640 >XP_004611494.1
OG0008642 >XP_004605673.1
OG0008643 >XP_004601004.1
OG0008644 >XP_012790439.1
OG0008646 >XP_004606422.1
OG0008647 >XP_004608932.1
OG0008648 >XP_004619290.1
OG0008649 >XP_004605628.1
OG0008650 >XP_012789814.1
OG0008651 >XP_004619289.1
OG0008652 >XP_004607481.1
OG0008653 >XP_004614598.1
OG0008654 >XP_004615434.1
OG0008655 >XP_004616481.1
OG0008656 >XP_004614597.1
OG0008657 >XP_004605674.1
OG0008658 >XP_004613504.1
OG0008660 >XP_004612073.1
OG0008661 >XP_004610111.1
OG0008662 >XP_004603754.1
OG0008663 >XP_004607054.1
OG0008664 >XP_004611698.1
OG0008665 >XP_004607055.1
OG0008666 >XP_004607480.1
OG0008667 >XP_004611580.1
OG0008668 >XP_012787229.1
OG0008669 >XP_004607614.1
OG0008670 >XP_004616784.1
OG0008671 >XP_004601001.1
OG0008672 >XP_004614664.1
OG0008673 >XP_004606480.1
OG0008674 >XP_004611579.1
OG0008675 >XP_012788310.1
OG0008676 >XP_004610720.1
OG0008677 >XP_004605675.1
OG0008678 >XP_004604480.1
OG0008679 >XP_004608931.1
OG0008680 >XP_004616974.1
OG0008681 >XP_004616424.1
OG0008683 >XP_004619994.1
OG0008684 >XP_004604527.1
OG0008685 >XP_004601000.1
OG0008686 >XP_004604528.1
OG0008687 >XP_004604251.1
OG0008688 >XP_004607478.1
OG0008690 >XP_012787228.1
OG0008691 >XP_004614379.1
OG0008692 >XP_004609648.1
OG0008694 >XP_004600999.1
OG0008695 >XP_004611492.1
OG0008696 >XP_004607058.1
OG0008698 >XP_012787840.1
OG0008699 >XP_004606424.1
OG0008700 >XP_004610231.1
OG0008701 >XP_004617347.1
OG0008702 >XP_004614594.1
OG0008703 >XP_004610309.1
OG0008704 >XP_004616423.1
OG0008705 >XP_004607081.1
OG0008706 >XP_004603504.2
OG0008707 >XP_004614301.1
OG0008708 >XP_004600998.1
OG0008709 >XP_004613325.1
OG0008710 >XP_012791011.1
OG0008711 >XP_004604461.1
OG0008712 >XP_004600173.1
OG0008713 >XP_004608827.1
OG0008714 >XP_004614593.1
OG0008715 >XP_004613323.1
OG0008716 >XP_004614381.1
OG0008717 >XP_004614302.1
OG0008719 >XP_012787218.1
OG0008720 >XP_004612701.1
OG0008721 >XP_004613501.1
OG0008722 >XP_004604531.1
OG0008723 >XP_004600997.1
OG0008724 >XP_012787583.1
OG0008725 >XP_012789113.1
OG0008726 >XP_004613500.1
OG0008727 >XP_004616477.1
OG0008728 >XP_012788252.1
OG0008729 >XP_004619990.1
OG0008730 >XP_004612699.1
OG0008731 >XP_004612333.1
OG0008732 >XP_004604475.1
OG0008733 >XP_004604474.1
OG0008734 >XP_004615367.1
OG0008735 >XP_012787584.1
OG0008736 >XP_004605910.1
OG0008737 >XP_012789512.1
OG0008738 >XP_004604473.1
OG0008739 >XP_004610134.1
OG0008740 >XP_012787291.1
OG0008741 >XP_012790149.1
OG0008742 >XP_004600996.1
OG0008743 >XP_004603752.1
OG0008744 >XP_004618446.1
OG0008745 >XP_004604707.1
OG0008746 >XP_004604612.1
OG0008747 >XP_012788535.1
OG0008748 >XP_012789511.1
OG0008749 >XP_004604613.2
OG0008750 >XP_004600698.1
OG0008751 >XP_004605911.1
OG0008752 >XP_004617428.1
OG0008753 >XP_012787585.1
OG0008754 >XP_004610538.1
OG0008755 >XP_012788024.1
OG0008756 >XP_012788559.1
OG0008757 >XP_004603921.1
OG0008758 >XP_004617430.1
OG0008759 >XP_012787442.1
OG0008760 >XP_004604296.1
OG0008761 >XP_004609022.2
OG0008762 >XP_004612559.1
OG0008764 >XP_012788442.1
OG0008765 >XP_004604534.1
OG0008767 >XP_004617750.1
OG0008768 >XP_004615369.1
OG0008769 >XP_004613499.1
OG0008770 >XP_004616589.1
OG0008771 >XP_004605912.1
OG0008772 >XP_012790787.1
OG0008773 >XP_004600694.1
OG0008774 >XP_004610539.1
OG0008775 >XP_012788534.1
OG0008776 >XP_004611577.1
OG0008777 >XP_004617432.1
OG0008778 >XP_012787928.1
OG0008779 >XP_004617749.1
OG0008780 >XP_004604615.1
OG0008781 >XP_004614384.1
OG0008782 >XP_004605446.1
OG0008783 >XP_004609650.1
OG0008784 >XP_004605445.1
OG0008785 >XP_004607470.1
OG0008786 >XP_004611490.1
OG0008787 >XP_012790215.1
OG0008788 >XP_004605676.1
OG0008789 >XP_004616421.1
OG0008790 >XP_004609839.1
OG0008791 >XP_012789729.1
OG0008792 >XP_012787240.1
OG0008793 >XP_012787510.1
OG0008794 >XP_004614202.1
OG0008795 >XP_012787145.1
OG0008796 >XP_012789445.1
OG0008797 >XP_004617434.1
OG0008799 >XP_004609023.1
OG0008800 >XP_004614385.2
OG0008801 >XP_004611575.1
OG0008802 >XP_004608683.1
OG0008803 >XP_004610542.1
OG0008804 >XP_004615668.1
OG0008805 >XP_004610131.1
OG0008806 >XP_004604469.1
OG0008807 >XP_004612070.1
OG0008808 >XP_004614386.1
OG0008809 >XP_004608834.1
OG0008810 >XP_004615574.1
OG0008811 >XP_004614659.1
OG0008812 >XP_004604710.1
OG0008813 >XP_012790404.1
OG0008814 >XP_004604468.1
OG0008815 >XP_012789921.1
OG0008816 >XP_004608835.1
OG0008817 >XP_004618453.1
OG0008818 >XP_004604536.1
OG0008819 >XP_004602389.1
OG0008820 >XP_004616420.1
OG0008821 >XP_004607611.1
OG0008822 >XP_004614658.1
OG0008823 >XP_004610129.1
OG0008824 >XP_004610128.1
OG0008825 >XP_004612557.1
OG0008826 >XP_004608837.1
OG0008827 >XP_004618571.1
OG0008828 >XP_004612698.1
OG0008831 >XP_012788586.1
OG0008832 >XP_004604465.1
OG0008833 >XP_004606023.1
OG0008834 >XP_012789909.1
OG0008835 >XP_004616419.1
OG0008836 >XP_004600508.1
OG0008838 >XP_004609652.1
OG0008839 >XP_004617746.2
OG0008840 >XP_004611509.1
OG0008841 >XP_004611574.1
OG0008842 >XP_004610646.1
OG0008843 >XP_012789104.1
OG0008844 >XP_004600994.1
OG0008845 >XP_004600170.1
OG0008846 >XP_004604463.2
OG0008847 >XP_004611573.1
OG0008848 >XP_004608680.1
OG0008849 >XP_004618456.1
OG0008850 >XP_004613277.1
OG0008851 >XP_004610545.1
OG0008852 >XP_004604462.1
OG0008853 >XP_004619988.1
OG0008855 >XP_004610127.1
OG0008856 >XP_004611488.1
OG0008857 >XP_004622800.2
OG0008858 >XP_004602033.1
OG0008859 >XP_004604242.1
OG0008860 >XP_004603751.1
OG0008861 >XP_004603493.1
OG0008862 >XP_004600993.1
OG0008863 >XP_012789907.1
OG0008864 >XP_004612296.1
OG0008865 >XP_012790252.1
OG0008866 >XP_004607060.1
OG0008867 >XP_004605444.1
OG0008868 >XP_012789959.1
OG0008869 >XP_004610481.1
