sample_ERR1709728	sample_ERR1709727	sample_ERR1709726	sample_ERR1709725
ENSMUSG00000002413	52.733232	50.82388	56.989568	65.17039
ENSMUSG00000002416	256.30512	238.6323	223.93567	195.15881
ENSMUSG00000002428	30.07773	28.83115	31.87185	35.64273
ENSMUSG00000002455	45.464769	54.14295	50.427856	60.01662
ENSMUSG00000002458	37.495999	27.299858	25.899167	33.544764
ENSMUSG00000002459	11.660008	11.096996	11.284475	16.614733
ENSMUSG00000002475	83.42491	80.010028	77.639653	80.104777
ENSMUSG00000002477	136.59473	123.40832	110.835459	125.60516
ENSMUSG00000002486	12.835151	12.976533	13.391628	12.921891
ENSMUSG00000002489	22.479039	23.961697	25.811281	32.015985
ENSMUSG00000002496	79.474038	77.201749	77.65046426	76.464638629
ENSMUSG00000002500	0.825228	1.34585	0.409087	0.2804897
ENSMUSG00000002504	33.300488	36.05688	37.32089	31.71479
ENSMUSG00000002524	151.849347927	157.95092004839	136.999194092	149.98823538523
ENSMUSG00000002546	62.39719563	61.8303273682123	57.928728258	65.4679603
ENSMUSG00000002550	47.636752	55.09185	42.51133	43.85989
ENSMUSG00000002565	4.919906	4.5909	4.99159	5.62863
ENSMUSG00000002578	4.224019	8.0444610232228	6.053541	6.1909720132955
ENSMUSG00000002580	84.9635	92.6923	91.6311	82.2423
ENSMUSG00000002588	0.393385	0.265906	0.230726	0
ENSMUSG00000002602	25.430979	22.612514	24.104667	22.4309473
ENSMUSG00000002603	4.764439	4.457336	5.906945	5.990509
ENSMUSG00000002608	21.7132	19.105031	24.646721	21.866507
ENSMUSG00000002617	25.93142	18.609553	19.856934	29.625289
ENSMUSG00000002625	115.24554	127.4408404	117.977494	135.8563685
ENSMUSG00000002633	4.87192	5.47568	4.4401	7.04854
ENSMUSG00000002635	20.6358	24.95378	18.03821	18.24026
ENSMUSG00000002658	51.506	57.3979	58.4744	57.9875
ENSMUSG00000002660	87.95373	79.87277	74.07807	79.28945
ENSMUSG00000002661	37.1471	38.24687	35.61392	34.97674
ENSMUSG00000002664	2.0057	1.50396	2.95797	1.86993
ENSMUSG00000002668	10.632015	12.802686	16.33213	17.4254941
ENSMUSG00000002679	40.2666	38.64256	39.27894	41.41018
ENSMUSG00000002688	9.35409	9.73303	9.01447	8.32629
ENSMUSG00000002699	2.01786	2.44608	3.134034	3.433137
ENSMUSG00000002718	62.5435000151837	57.27517	66.17383	68.54888
ENSMUSG00000002728	119.16462	115.11615	105.183387	114.448647
ENSMUSG00000002731	40.27077	34.99061	35.56334	38.49656
ENSMUSG00000002732	6.238877	5.818065	8.273531	5.541551
ENSMUSG00000002733	42.6841	43.9975	38.82129	43.0329
ENSMUSG00000002741	53.02479	56.82044	51.36697	52.03228
ENSMUSG00000002748	83.71332	83.956939	82.02784	92.227353
ENSMUSG00000002763	29.612912	32.95014	24.784181	29.4239
ENSMUSG00000002767	59.75965	61.59845	52.06075	55.771369
ENSMUSG00000002768	125.99	136.43112	117.2491	128.14937
ENSMUSG00000002769	1.12499	1.718075	1.780413	1.66218
ENSMUSG00000002771	6.13902	7.14744	6.4977	7.41891
ENSMUSG00000002778	39.31584	42.734464	40.6420110197656	39.0343651995
ENSMUSG00000002781	16.957629	15.828790831	17.924929	17.663152
ENSMUSG00000002791	1.81294	0.738	0.70215	1.065666
ENSMUSG00000002797	31.521593	42.32733	38.954947	42.61578
ENSMUSG00000002799	51.73853	49.00761	36.89667	43.928022
ENSMUSG00000002803	35.94303	35.206248	34.45278	35.502820819161
ENSMUSG00000002804	72.51754	79.387236	100.02171	107.96434
ENSMUSG00000002808	119.120496	121.735185	126.56491	115.32637
ENSMUSG00000002812	55.46196	59.607423	63.53479	66.71311
ENSMUSG00000002814	6.74468315636	7.343562	6.513061	6.358406
ENSMUSG00000002820	27.96966	33.3242	32.22569	32.49281
ENSMUSG00000002825	25.201109	24.406703	19.265781	27.5726419
ENSMUSG00000002831	4.38756953	4.6857421	5.7331	5.3548723
ENSMUSG00000002833	73.86511777	83.94282	74.43133	83.148184
ENSMUSG00000002835	1.7442184	1.876135	1.911672	1.789406
ENSMUSG00000002844	39.3189	40.4371	38.82628	35.6983
ENSMUSG00000002845	29.5974600109202	27.08402147922	30.1804561	29.521465677
ENSMUSG00000002846	31.941625	30.02013	32.54026	31.40264
ENSMUSG00000002847	2.856216	1.189845	2.06485	1.331437
ENSMUSG00000002870	4.546441	5.623717	5.289878	3.324078
ENSMUSG00000002871	58.271698	58.443315	51.02033129	65.467705
ENSMUSG00000002881	31.18164	30.13073	40.52481	28.08084
ENSMUSG00000002885	10.29083	10.961642	13.439841	10.8376005
ENSMUSG00000002897	4.260009	4.286927	6.23833	3.176752
ENSMUSG00000002900	10.383688	12.43105	9.5944223	12.917745
ENSMUSG00000002908	8.475981	8.72240895234	7.84078100286796	6.689796
ENSMUSG00000002910	9.42037	12.163515819	13.893777	13.385317
ENSMUSG00000002930	7.27608	7.14742	3.78322	7.53714
ENSMUSG00000002944	5.943819	5.661298	4.0373957	3.74937270344552
ENSMUSG00000002948	65.156866021956	57.20543	71.285	63.71254
ENSMUSG00000002949	44.211069	54.45422	47.31638	56.300551
ENSMUSG00000002957	116.38637	111.003586	92.29707	104.131334
ENSMUSG00000002963	27.10913355715	26.10559	25.322382	23.106939426766
ENSMUSG00000002968	38.412034	38.40904	36.25110656	39.193386
ENSMUSG00000002980	24.760966	20.96459	22.899289	21.554012
ENSMUSG00000002981	119.027007	121.40107	105.85415	112.010868
ENSMUSG00000002983	2.7823133	3.6002917459217	3.8255701086931	4.4172229180348
ENSMUSG00000002984	67.52716	68.79708	62.39255	67.94993
ENSMUSG00000002985	2895.17938	2906.76106	2560.82228358	2754.54176
ENSMUSG00000002992	0	0	0.277657	0
ENSMUSG00000002996	48.44968	45.91625	49.118956	47.98953
ENSMUSG00000002997	46.585964	48.48976	39.9943	56.641582294
ENSMUSG00000003031	44.70373609	42.730968	43.59327	43.77170123932
ENSMUSG00000003032	4.11305	4.443273	5.070665	3.554007
ENSMUSG00000003033	52.72255	47.817401	50.689786	53.8373
ENSMUSG00000003037	42.2046	46.5688	35.6855	35.1236
ENSMUSG00000003038	164.025727	168.764240078706	162.093001	170.369466
ENSMUSG00000003039	82.39389	85.95069	75.92757	79.66504
ENSMUSG00000003051	0	0.052163	0.253466	0.140526
ENSMUSG00000003053	0	0.0558182	0.0787993	0
ENSMUSG00000003062	85.63205	80.85367	78.77268	77.18838
ENSMUSG00000003068	51.89802	50.929151	55.969275	53.88309
ENSMUSG00000003070	3.25728	3.05308	4.1102	3.4509
ENSMUSG00000003072	176.09983	179.82629	205.7625	172.0235
ENSMUSG00000003099	77.329711	77.741046	73.339664	81.1766268684
ENSMUSG00000003119	38.17325	37.98555	40.87815	40.12986
ENSMUSG00000003123	16.842328	12.7319290061008	13.321328096244	14.822719
ENSMUSG00000003131	181.04877	193.44592	182.977645	191.18836
ENSMUSG00000003134	13.735437	15.027483	12.223389	20.12881
ENSMUSG00000003135	15.5848	21.92107	16.6061	23.28687
ENSMUSG00000003153	79.645250026114	76.565854	69.594504	79.738903
ENSMUSG00000003154	8.10382	6.48769	7.24554	10.37567
ENSMUSG00000003161	87.96967	79.72082	78.47561	66.33507
ENSMUSG00000003166	84.725134	82.667501	65.613103	78.493385
ENSMUSG00000003184	39.630567	35.6755078	50.685528	43.316157
ENSMUSG00000003190	6.253536	4.728123	6.5085	7.58386
ENSMUSG00000003198	8.76105	11.96658	11.199894	10.68464
ENSMUSG00000003199	78.8998879	81.26488	75.944069	77.3307800038535
ENSMUSG00000003200	22.49451	22.79331	24.95243	21.2185900024927
ENSMUSG00000003206	0.57034	1.60375	0.804021	0.930534
ENSMUSG00000003208	8.879616	7.797212	9.882244	9.41062
ENSMUSG00000003226	67.60432	65.60772	71.18393	76.11816
ENSMUSG00000003227	0.212588	0.239113	0.276637	0.436035
ENSMUSG00000003228	9.49098	6.01841	9.05652	9.176697
ENSMUSG00000003233	9.4381	8.599564	9.04374	10.13257
ENSMUSG00000003234	148.25331	118.02093	123.5187	129.53212
ENSMUSG00000003235	53.18059	49.664592	41.504871	44.21053
ENSMUSG00000003269	87.7029200039865	80.1537443172	81.849681	80.17661027443
ENSMUSG00000003271	6.57373	4.828303	5.596043	5.656765
ENSMUSG00000003273	50.34349	47.372646	52.137343	63.00329
ENSMUSG00000003279	56.5838599534	57.085405	69.8592188630274	71.95297
ENSMUSG00000003282	5.23755	4.105633	4.64491	4.50674
ENSMUSG00000003283	2.794448	1.934942	2.489822	2.11235
ENSMUSG00000003299	32.890687	35.244054	36.509346	32.085836
ENSMUSG00000003308	54.920199	49.38596	38.85116	44.02007
ENSMUSG00000003309	0.741978	0.283781	1.152531	1.165346
ENSMUSG00000003316	88.55096	91.351731	76.47226	91.0813
ENSMUSG00000003341	0.4311302	0.694557	0.393342	0.552785
ENSMUSG00000003344	46.492562	45.359691	35.487367	47.100095
ENSMUSG00000003345	117.0346	129.42811	117.04951	126.89846
ENSMUSG00000003346	67.373802	74.24904	71.25696	58.016531
ENSMUSG00000003348	16.62973	14.584816	14.446432	14.94802
ENSMUSG00000003352	40.12774	41.261026	35.809247	43.10754
ENSMUSG00000003354	8.5638	7.67222	8.550442	10.19869
ENSMUSG00000003355	8.72317	8.921787	7.61593	6.411931
ENSMUSG00000003360	73.210539	70.05357	65.686917	66.49187
ENSMUSG00000003363	230.35639	215.64604	164.074778	209.941375
ENSMUSG00000003378	23.193664	25.857604	21.473859609	34.15469
ENSMUSG00000003379	0.553856	0.346089	0.528529	0.24201
ENSMUSG00000003380	334.58213	305.55411050659	288.81863	225.48317
ENSMUSG00000003382	17.19023	17.35715	16.6819	18.48826
ENSMUSG00000003402	62.010376	69.37694	59.18971	64.25361
ENSMUSG00000003410	53.99396	57.69891	67.3113	58.51988
ENSMUSG00000003411	52.4035	55.9653	35.815242	60.14148
ENSMUSG00000003418	3.42107	5.81702	4.129712	3.945001
ENSMUSG00000003420	23.085772	23.931597	34.64829	21.333274184
ENSMUSG00000003421	39.303271	34.767384	36.18515910723	39.785722414
ENSMUSG00000003423	26.443314	31.41065	33.699203	30.84467
ENSMUSG00000003429	626.59639	626.85651	508.928114	503.64053
ENSMUSG00000003435	67.861088	72.18857	66.140034	79.33445
ENSMUSG00000003436	2.96491	3.031758	2.309502	2.51265
ENSMUSG00000003437	97.96958	105.65274	92.97055	113.2224
ENSMUSG00000003438	30.55141	29.94983	29.767597	25.00624
ENSMUSG00000003444	17.0535	20.1992	17.2232	19.2214
ENSMUSG00000003452	78.015921	73.354854	79.44138	82.43291
ENSMUSG00000003458	35.3232	34.480524	40.256796	40.081816
ENSMUSG00000003464	75.313886	79.41605	82.02603	71.03241
ENSMUSG00000003469	40.6385	45.01872	40.16901	55.1366
ENSMUSG00000003476	3.4792269	3.081925	2.0442432	3.340219
ENSMUSG00000003477	1.23049	1.24946	2.522396	1.2906
ENSMUSG00000003484	1.201496	1.066962	1.173351	1.593928
ENSMUSG00000003500	23.56583	30.37192	25.218612	23.0599155
ENSMUSG00000003505	0	0	0	0
ENSMUSG00000003518	60.32493	58.50053	76.411265	61.5623
ENSMUSG00000003526	31.620724	31.43594	33.69612	36.58067
ENSMUSG00000003527	30.71236	35.19578	29.93774	31.88021
ENSMUSG00000003528	69.97973	58.09206	58.49983	62.039189
ENSMUSG00000003531	64.776673	72.867686	61.85656	54.30593
ENSMUSG00000003534	46.9162584	42.931551	46.0106741819	36.829259677299
ENSMUSG00000003541	12.2441	11.0211	13.5936	15.0845
ENSMUSG00000003545	1.21372800205772	0.594298	0.699674	0.9247309783
ENSMUSG00000003546	23.17328	22.97695	21.1921	21.77539
ENSMUSG00000003549	30.9736	30.734925	37.09234	31.174035
ENSMUSG00000003555	0.0876616	0.338122	0.1388286	0.163455
ENSMUSG00000003559	34.90734	38.18338	32.934594	34.489103
ENSMUSG00000003573	11.691256	6.984767	10.339342	7.243462
ENSMUSG00000003575	14.13319	19.91385	16.48524	19.44977
ENSMUSG00000003581	40.5696	43.56299	41.0984	45.005855
ENSMUSG00000003585	25.620842	23.663185	26.764609	23.301426
ENSMUSG00000003604	11.92943	11.47389	16.201733	9.29286
ENSMUSG00000003617	16.76513178371	18.45926432	31.177789	16.9108145
ENSMUSG00000003623	31.10959	30.56907	34.40605	32.9109
ENSMUSG00000003644	15.498184	15.607086	16.094345	16.0064
ENSMUSG00000003657	258.617	249.471419	229.653878	212.578
ENSMUSG00000003660	60.38038	59.598265	54.983021	63.02773
ENSMUSG00000003662	75.02525	68.9403	72.96805	65.55596
ENSMUSG00000003665	3.48995	3.91489	3.87186	6.0974
ENSMUSG00000003680	21.2770579925	21.1254807218	15.5826	20.4870558
ENSMUSG00000003721	44.77629	46.209360476525	50.8483505432	56.589811
ENSMUSG00000003731	58.279264	63.75128	65.47521	61.51899
ENSMUSG00000003746	19.841362	19.673826	15.95723	23.05514
ENSMUSG00000003752	8.835059	9.139112	8.222671	9.73432
ENSMUSG00000003762	30.064187	30.385224	22.405079	29.077344
ENSMUSG00000003778	59.6001758143	57.73682	54.49386	58.07783
ENSMUSG00000003779	1.891381	3.362279	2.271608	3.439095
ENSMUSG00000003808	35.87923	38.9244233162	34.18958	36.63132
ENSMUSG00000003809	40.23997	36.70002	34.48894	41.00708
ENSMUSG00000003810	55.95392	55.722305	57.017254	63.147389
ENSMUSG00000003812	7.2898820023897	8.06722	8.948613	8.063107
ENSMUSG00000003813	65.81557	77.22669	66.40513	71.76459
ENSMUSG00000003814	309.35169	319.92079	282.89969	332.44386
ENSMUSG00000003824	5.904719	7.488918	5.046292	5.73152614646
ENSMUSG00000003847	33.986119746	30.73318553	34.563624051	37.5699783995091
ENSMUSG00000003848	21.19583686	20.11254	20.71567	19.591149
ENSMUSG00000003849	9.72501	10.6669	11.3536	8.6809
ENSMUSG00000003863	40.0106156	42.7805589778	38.0881889	40.6425901
ENSMUSG00000003865	13.07016	12.912414	13.81477	13.857976
ENSMUSG00000003868	41.000303	36.648970101651	43.27385	35.249924
ENSMUSG00000003872	80.53927	70.62758	65.113737	63.50832
ENSMUSG00000003873	50.484589	45.509475	45.31516	49.34182
ENSMUSG00000003882	1.094687822	1.146287246	1.014929269	1.247697065
ENSMUSG00000003923	61.265707722	56.9643684642	52.368941	58.4864200263586
ENSMUSG00000003929	14.96295	12.524207	14.54167	17.61021
ENSMUSG00000003934	72.7748	71.4127	75.5107	67.4848
ENSMUSG00000003948	63.520341	60.49276	54.911844	65.97698
ENSMUSG00000003949	16.307438	18.45442	32.57057	29.764429
ENSMUSG00000003955	72.44055	69.27589	68.58969	63.3482
ENSMUSG00000003970	745.62467	768.92046	642.83685	679.463456
ENSMUSG00000003974	47.4228	46.6803	47.444	51.7717
ENSMUSG00000003992	232.82417	218.606545	210.34828	234.04875
ENSMUSG00000004018	21.16607	19.340593	17.949751	26.23756
ENSMUSG00000004031	27.76185	25.561352	24.4661	30.83156
ENSMUSG00000004032	242.56624	251.16587	230.35441	221.06855
ENSMUSG00000004035	33.01257	32.46221	41.173382	34.94226
ENSMUSG00000004038	0	0	0	0.125908
ENSMUSG00000004040	47.197257	46.092265	46.156513	41.592125
ENSMUSG00000004043	3.56073570166	3.547598	2.997248	3.461374
ENSMUSG00000004044	17.7391	16.9318	19.238386	12.1556
ENSMUSG00000004054	18.59186	16.78381	18.57455	15.29204
ENSMUSG00000004056	41.524989	37.594009	41.932523	43.424917251
ENSMUSG00000004069	62.98775	60.879131	52.655299	59.902465
ENSMUSG00000004070	100.6527	102.68063	100.28863	101.93851
ENSMUSG00000004071	184.78694	180.2016	171.12312	167.5573
ENSMUSG00000004085	8.331075	7.79002	9.654267	7.364259
ENSMUSG00000004096	113.6177	123.18074	128.44856	120.64959
ENSMUSG00000004098	1.886528	2.147873	1.547166	1.854021
ENSMUSG00000004099	43.1688800034172	40.376017	37.1848470005794	45.58982375826
ENSMUSG00000004100	13.27655	13.290036	11.769575	14.10715
ENSMUSG00000004105	4.686135	5.08653	7.97081	7.571351
ENSMUSG00000004110	76.59605	70.965864	63.4078209	89.268371
ENSMUSG00000004113	49.024134	60.166264	50.001434	63.942041
ENSMUSG00000004127	11.8312	11.970477410279	11.330695	12.78227
ENSMUSG00000004151	22.270636	19.736257275	28.405667	27.093606
ENSMUSG00000004187	104.3711	116.41527	106.20942	103.8605
ENSMUSG00000004207	1042.40166000134	1078.84540000269	1008.841113	995.6086
ENSMUSG00000004221	35.756329	31.921976309605	30.0975526222279	30.5397449822904
ENSMUSG00000004231	0.0502094	0.0313744	0.1614433	0.0468106
ENSMUSG00000004233	5.885764	7.704836	6.530696	4.68518
ENSMUSG00000004263	15.53485	8.77381	8.37926	12.3335
ENSMUSG00000004264	143.20325	152.968180178468	126.8440258581	125.89485
ENSMUSG00000004266	5.12168	4.670696	3.4726522	8.6370940676293
ENSMUSG00000004267	500.81536	512.793481	473.745865	483.271978093729
ENSMUSG00000004268	56.41495	54.97391	52.729914	51.37277
ENSMUSG00000004270	22.517193	31.789329	26.553503	25.368801
ENSMUSG00000004285	190.7602	202.469	190.10225	187.454012
ENSMUSG00000004296	0	0	0	0
ENSMUSG00000004317	23.122394	22.50126	20.561615	24.24795
ENSMUSG00000004319	142.58062	143.34572	135.13544	140.240220000831
ENSMUSG00000004328	1.667973	2.410123	1.566931	1.1622458
ENSMUSG00000004341	0.400072	0.0757436	0.26289	0.565047
ENSMUSG00000004344	0	0	0	0
ENSMUSG00000004347	14.474466	15.027961	14.626385037	16.964207
ENSMUSG00000004356	17.061023	20.988838	17.632521	21.86817
ENSMUSG00000004359	2.1709	2.39461	1.22068	1.68789
ENSMUSG00000004360	52.7986	51.76657	49.42455	58.03664
ENSMUSG00000004364	117.03761	117.3023	127.30187	122.73575
ENSMUSG00000004366	170.017	183.16	183.999	240.355
ENSMUSG00000004371	1.13488	0.7792	0.927304	1.268335
ENSMUSG00000004383	53.5359451688	52.20191	47.12389	51.32358
ENSMUSG00000004393	52.00538	50.19571	42.90445	41.36572
ENSMUSG00000004394	92.35018	96.16519	82.83926	86.61967
ENSMUSG00000004415	13.0713910008051	8.2451628459	14.85146816948	18.82133
ENSMUSG00000004446	13.721013	12.8411462	12.847519	14.609966
ENSMUSG00000004451	19.27041	18.77572	21.236993	18.96624
ENSMUSG00000004455	142.78521	148.26292622	155.597795	172.59657
ENSMUSG00000004460	57.68003	53.097569	50.06396	51.87603
ENSMUSG00000004462	14.127933	13.450344	14.1975443391	17.7383063004
ENSMUSG00000004473	3.03049	2.15486	2.13041	2.6305
ENSMUSG00000004500	8.08075076	8.53297	7.36925	8.0534
ENSMUSG00000004508	9.32068	10.13956	11.0536	10.0298
ENSMUSG00000004530	79.2357887646	73.2985779237503	69.6114737664	72.378378
ENSMUSG00000004535	155.17738	146.30556	162.46426	155.1927
ENSMUSG00000004540	0.075176	0.0939508	0.0978251	0
ENSMUSG00000004542	0.77841	0.605969	0.779883	0.7244046
ENSMUSG00000004552	1.0894763	1.02535	0.8859214	1.0277072
ENSMUSG00000004558	832.98773	860.0793	871.86645	821.43392
ENSMUSG00000004561	32.539404	29.28576	24.765087	26.6070611
ENSMUSG00000004562	85.480725	76.8133190002446	62.4985766923	73.9442629949075
ENSMUSG00000004565	68.823890226718	66.3527103618	57.4297700384873	64.532052
ENSMUSG00000004567	56.28403	57.4936	60.69334	56.531895
ENSMUSG00000004568	30.142157	26.058017	25.4418051	31.590994
ENSMUSG00000004591	33.174388	33.688574	38.902039	45.488401
ENSMUSG00000004609	3.261047	3.356767	3.890564	4.056388
ENSMUSG00000004610	62.857632	66.792236	59.96069	60.85363
ENSMUSG00000004612	0	0.916176	0	0
ENSMUSG00000004626	15.185559	12.94008	22.554715	20.5349
ENSMUSG00000004630	2.333487	2.132031	1.218925	3.957265
ENSMUSG00000004631	45.07192	43.627979	46.5800173	47.44416
ENSMUSG00000004633	50.002887	51.329719	54.921648	56.438785
ENSMUSG00000004637	24.904006	24.2710248	24.394071	23.5610578
ENSMUSG00000004642	67.908368	67.69779	59.307772	63.086058
ENSMUSG00000004651	0.268533	0.4949463	0.318395	0.556183
ENSMUSG00000004654	0	0.0764831	0.285712	0
ENSMUSG00000004655	0.833062	0.409009	0.619456	0.776672
ENSMUSG00000004661	2.514992	3.32973775	2.540944	2.15822900519131
ENSMUSG00000004665	6.00254	5.228413	6.9431	3.561231
ENSMUSG00000004667	41.0167412763	42.00901	40.15457	42.99555
ENSMUSG00000004668	0.4077322	0.36702	0.5638941	0.487004
ENSMUSG00000004677	22.5312	24.7134141817	25.470731	29.40756
ENSMUSG00000004698	27.503733	26.111087213	32.08293479	31.825641
ENSMUSG00000004707	0.376256	0.415603	0.658454	0.510556
ENSMUSG00000004709	0.398257	0.1525938	0.187127	0.1859965
ENSMUSG00000004730	3.49831	4.237238	4.15733000483691	3.44022
ENSMUSG00000004748	64.62597	66.04507	57.08999	61.78123
ENSMUSG00000004768	25.211546	25.784216	24.83274	27.540523
ENSMUSG00000004771	210.01602	241.1483	236.94387	227.79045
ENSMUSG00000004788	48.26225	37.11530483	33.63976	31.84976
ENSMUSG00000004789	123.75301	110.45568	124.3423345	117.05014
ENSMUSG00000004791	6.640544	6.264495	6.335469	5.090371
ENSMUSG00000004798	38.59549	37.22693	42.63861	41.37817
ENSMUSG00000004814	1.88663	1.2575	1.58213	1.05535
ENSMUSG00000004815	69.232283	68.399973	59.27008	64.003457229
ENSMUSG00000004821	0.226547	0.283126	0	0
ENSMUSG00000004837	5.10103	5.05789	6.369734	3.63885
ENSMUSG00000004842	1.272348	1.280451	2.931888	2.2487703
ENSMUSG00000004843	43.82674	44.63401	48.60534	43.17795
ENSMUSG00000004846	18.95878	22.7929584	22.92378	21.407556236
ENSMUSG00000004849	105.55843	119.116147	102.723105	110.99981
ENSMUSG00000004864	0.312615	0.174393	1.774717	0.386349
ENSMUSG00000004865	87.29435	93.5582	78.906401	91.010487
ENSMUSG00000004872	0.636622	0.842085	0.9030252	0.905961
ENSMUSG00000004880	25.3183440167443	23.28491	19.590465	22.04398
ENSMUSG00000004885	4.70085	3.597564	9.468372	1.8542
ENSMUSG00000004891	7.235545	7.250050202703	8.683802	7.42338
ENSMUSG00000004892	148.6381	145.842499	147.40378	127.818582
ENSMUSG00000004894	36.91657	35.12125	55.13788	29.541826
ENSMUSG00000004895	28.5812	27.9173	25.904	28.3996
ENSMUSG00000004896	22.01171	23.796515	21.4628101185	23.488159
ENSMUSG00000004897	100.14481	97.65909	98.24919	110.26224
ENSMUSG00000004902	90.2397	91.9747	69.9306	70.9737
ENSMUSG00000004929	26.42336	28.37909	23.80358	26.96481
ENSMUSG00000004931	32.138211	28.135492	25.712202	21.695712
ENSMUSG00000004933	119.41508	109.43407	84.126699	107.55607
ENSMUSG00000004934	17.828157	17.113522	17.331498	22.578333
ENSMUSG00000004936	192.98706	187.38717	149.15172	197.2143
ENSMUSG00000004937	91.8253	92.6339	89.06567	81.41769
ENSMUSG00000004939	1.84207	1.86309	1.8826	1.91322
ENSMUSG00000004945	110.80437	105.2016	99.69565	106.59523
ENSMUSG00000004947	5.284695	4.470295	4.658981	5.6557907124
ENSMUSG00000004948	0.122898	0.0767956	0.159925	0
ENSMUSG00000004951	10.4775	10.8729	16.3123	10.1172
ENSMUSG00000004952	10.069312035655	14.1622610769215	11.406515	10.2732569
ENSMUSG00000004961	106.91903	108.05812	86.03136	119.88795
ENSMUSG00000004980	398.659007766615	382.839268413198	464.330804392941	458.006180683455
ENSMUSG00000004988	4.622155	6.113242	5.3567655937	10.58864
ENSMUSG00000004994	8.453112	12.305458	11.555971	17.836533
ENSMUSG00000004996	20.3653	20.0485823	17.26234	20.837425
